question,option_a,option_b,option_c,option_d,correct_answer,explanation,evidence,page_number,chunk_id,difficulty,bloom_level
"Theo đoạn văn, lớp đất gồm các tầng khác nhau. Mỗi tầng đều phân biệt với tầng liên kế bởi những yếu tố nào?",Không khí trong đất,Thành phần hóa học của đất,Màu sắc và thành phần cơ giới của đất,Độ ẩm của đất,C,"Mỗi tầng đất đều phân biệt với tầng liên kế bởi màu sắc của đất, thành phần cơ giới của đất và một số dấu hiệu có thể nhận biết khác.","Mỗi tầng đất đều phân biệt với tầng liên kế bởi màu sắc của đất, thành phần cơ giới của đất và một số dấu hiệu có thể nhận biết khác.",177,page_177_01,easy,remember
"Theo đoạn văn, quá trình phong hóa ở vùng nhiệt đới ẩm diễn ra như thế nào so với các vùng khí hậu khác?",Nhanh hơn,Chậm hơn,Không có ảnh hưởng,Tương đương,A,Quá trình phong hoá ở vùng nhiệt đới ẩm diễn ra mạnh hơn nhiều so với vùng khí hậu ôn hoà và vùng khí hậu lạnh.,"Chẳng hạn, quá trình phong hoá ở vùng nhiệt đới ẩm diễn ra mạnh hơn nhiều so với vùng khí hậu ôn hoà và vùng khí hậu lạnh.",177,page_177_01,hard,analyze
"Theo đoạn văn, sinh vật từ đó ảnh hưởng đến tốc độ phân giải chất hữu cơ trong đất như thế nào?",Bằng cách cung cấp oxy,Bằng cách tạo ra nhiệt,Bằng cách tiêu thụ chất hữu cơ,Bằng cách phân giải chất hữu cơ,D,"Sinh vật là nguồn cung cấp chất hữu cơ cho đất, từ đó ảnh hưởng đến tốc độ phân giải.","PDF Page 178 Đời sống của sinh vật, nhất là vi sinh vật, từ đó ảnh hưởng đến tốc độ phân giải chất hữu cơ trong đất.",178,page_178_01,easy,understand
"Theo đoạn văn, sự hình thành đất còn chịu ảnh hưởng bởi nhân tố nào?",Địa hình,Chất hữu cơ,Thời tiết,Sinh vật,A,"Theo đoạn văn, thời gian và địa hình đều là nhân tố ảnh hưởng đến sự hình thành đất.",Sự hình thành đất còn chịu ảnh hưởng của địa hình (địa hình dốc hay bằng phẳng liên quan tới tầng đất dày hay mỏng).,178,page_178_01,medium,understand
"Theo đoạn văn, tại sao có sự phân hoá rõ rệt các nhóm đất theo các đới khí hậu trên Trái Đất?",Vì địa hình,Vì sinh vật,Vì chất hữu cơ,Vì thời gian,B,"Sinh vật từ đó ảnh hưởng đến tốc độ phân giải chất hữu cơ trong đất, dẫn đến sự phân hoá các nhóm đất.","Chính vì thế, có sự phân hoá rõ rệt các nhóm đất theo các đới khí hậu trên Trái Đất. Sinh vật là nguồn cung cấp chất hữu cơ cho đất.",178,page_178_01,medium,understand
"Theo đoạn văn, thời gian có ảnh hưởng đến sự hình thành đất như thế nào?",Tạo ra nhiệt độ thích hợp,Giúp sinh vật phân giải chất hữu cơ,Thay đổi địa hình,Cho phép các quá trình tự nhiên diễn ra,D,"Theo đoạn văn, thời gian ảnh hưởng đến sự hình thành đất.",Thời gian cũng có ảnh hưởng tới sự hình thành đất.,178,page_178_01,easy,understand
"Theo đoạn văn, loại đất phát triển dưới các cánh rừng nhiệt đới phân bố ở vùng nào?",Nordic Countries,Australia,Trung Á,Nam Mỹ,D,"Đoạn văn đề cập rằng 'Đất fe-ra-lit đỏ và đất fe-ra-lit đỏ vàng là các loại đất điển hình ở vùng nhiệt đới, được hình thành trong điều kiện nhiệt độ cao và độ ẩm lớn, quá trình phong hóa diễn ra mạnh. Các loại đất này phát triển dưới những cánh rừng nhiệt đới, phân bố thành các vùng lớn ở Nam Mỹ, Trung Phi, Đông Nam Á, Nam Á và Đông Bắc Ô-xtrây-li-a.'","Đất fe-ra-lit đỏ và đất fe-ra-lit đỏ vàng là các loại đất điển hình ở vùng nhiệt đới, được hình thành trong điều kiện nhiệt độ cao và độ ẩm lớn, quá trình phong hóa diễn ra mạnh. Các loại đất này phát triển dưới những cánh rừng nhiệt đới, phân bố thành các vùng lớn ở Nam Mỹ, Trung Phi, Đông Nam Á, Nam Á và Đông Bắc Ô-xtrây-li-a.",179,page_179_01,medium,remember
"Theo đoạn văn, loại đất nào được hình thành trong điều kiện khí hậu ôn đới lạnh lục địa?",Đất fe-ra-lit đỏ,Đất nhiệt đới,Đất sa mạc,Đất pôt-dôn,D,"Đoạn văn nêu rõ 'Đất pôt-dôn và đất pôt-dôn có là các loại đất điển hình ở vùng ôn đới, được hình thành trong điều kiện khí hậu ôn đới lạnh lục địa, dưới các rừng ôn đới lục địa (cây lá rộng xen cây lá kim) và rừng tai-ga (rừng lá kim).'","Đất pôt-dôn và đất pôt-dôn có là các loại đất điển hình ở vùng ôn đới, được hình thành trong điều kiện khí hậu ôn đới lạnh lục địa, dưới các rừng ôn đới lục địa (cây lá rộng xen cây lá kim) và rừng tai-ga (rừng lá kim).",179,page_179_01,medium,remember
"Theo đoạn văn, tại sao đất pôt-dôn thường có lớp tro màu trắng?",Vì nhiệt độ thấp,Vì quá trình phong hóa mạnh,Do độ ẩm cao,Do rửa trôi khoáng chất (nhóm và sắt) từ tầng trên xuống,D,"Đoạn văn nêu rõ 'đất pôt-dôn hình thành trong điều kiện ôn đới lạnh, đất thường xuyên thừa ẩm nên xảy ra hiện tượng rửa trôi khoáng chất (nhóm và sắt) từ tầng trên xuống, tích tụ lại như một lớp tro màu trắng.'","đất pôt-dôn hình thành trong điều kiện ôn đới lạnh, đất thường xuyên thừa ẩm nên xảy ra hiện tượng rửa trôi khoáng chất (nhóm và sắt) từ tầng trên xuống, tích tụ lại như một lớp tro màu trắng.",179,page_179_01,medium,remember
"Theo đoạn văn, số lượng loài sinh vật được ước tính là bao nhiêu?",1 triệu,10-14 triệu,20 triệu,5 triệu,B,Số lượng loài sinh vật được ước tính là khoảng 10 triệu đến 14 triệu.,Các nhà khoa học ước tính có khoảng 10 triệu đến 14 triệu loài sinh vật sống trên bề mặt Trái Đất.,180,page_180_01,easy,remember
Đới thiên nhiên nào có nhiệt độ cao và lượng mưa lớn?,Đới lạnh,Đới cận nhiệt đới,Đới ôn hòa,Đới nóng,D,"Đới này có nhiệt độ cao và lượng mưa lớn, phù hợp với các rừng nhiệt đới.","Đới nóng nằm trong khoảng từ 30°B đến 30°N, có nhiệt độ cao và lượng mưa lớn. Rừng nhiệt đới phát triển mạnh với các loài thực vật và động vật vô cùng phong phú.",181,page_181_01,easy,remember
Thực vật ở đới lạnh có đặc điểm gì?,Phong phú về số lượng,Cây cao lớn,Nghèn nàn hơn,Chỉ có hoa hồng sa mạc,C,Thực vật ở đới lạnh nghèo nàn hơn so với các đới khác.,"Nhiệt độ thấp, lượng mưa ít làm cho thực vật ở đây nghèo nản hơn, chủ yếu có rêu, địa y, cỏ và cây bụi,...",181,page_181_01,easy,remember
Động vật nào sống ở đới lạnh?,Gấu Bắc Cực,Chim cánh cụt,San hô,Hoa hồng sa mạc,B,Động vật chịu được lạnh như chim cánh cụt sống ở đới lạnh.,"Nhiệt độ thấp, lượng mưa ít làm cho thực vật ở đây nghèo nản hơn, chủ yếu có rêu, địa y, cỏ và cây bụi,...; động vật chỉ có một số loài chịu được lạnh như tuần lộc, chồn Bắc Cực, chim cánh cụt,...",181,page_181_01,medium,remember
Đới nào có nhiệt độ trung bình và các mùa trong năm rõ rệt?,Đới ôn hòa,Đới cận nhiệt đới,Đới nóng,Đới lạnh,A,"Đới này có nhiệt độ trung bình và các mùa trong năm rõ rệt, phù hợp với các rừng lá kim, thảo nguyên.","Hai đới ôn hòa nằm trong khoảng từ 30°B đến 60°B và từ 30°N đến 60°N. Đới ôn hòa có nhiệt độ trung bình, các mùa trong năm rõ rệt nên thiên nhiên cũng thay đổi theo mùa. Thực vật chủ yếu là rừng lá kim, rừng hỗn hợp, rừng lá rộng, thảo nguyên,...",181,page_181_01,hard,remember
Rừng nhiệt đới phân bố chủ yếu ở đâu?,Hai chí tuyến,Chân núi Him-ala-y-a và chân núi An-det,Khu vực xích đạo,Khoảng vĩ tuyến 30°,C,"Theo CONTEXT, Rừng nhiệt đới phân bố chủ yếu ở hai bên xích đạo.","Rừng nhiệt đới **phân bố** chủ yếu ở hai bên xích đạo, mở rộng đến khoảng hai chí tuyến",182,page_182_01,easy,remember
Vị trí nào không nằm trong phạm vi phân bố của Rừng nhiệt đới?,Chân núi An-det,Chân núi Him-ala-y-a,Xích đạo,Khoảng vĩ tuyến 30°,D,"Theo CONTEXT, Rừng nhiệt đới chỉ có một số nơi như chân núi Him-ala-y-a và chân núi An-det vượt qua giới hạn này, đến khoảng vĩ tuyến 30°.","chỉ có một số nơi như chân núi Him-ala-y-a và chân núi An-det vượt qua giới hạn này, đến khoảng vĩ tuyến 30°",182,page_182_01,medium,remember
Rừng nhiệt đới không phân bố ở khu vực nào?,Chân núi An-det,Hai bên xích đạo,Khoảng vĩ tuyến 30°,Chân núi Him-ala-y-a,C,"Theo CONTEXT, Rừng nhiệt đới phân bố chủ yếu ở hai bên xích đạo và mở rộng đến khoảng hai chí tuyến, không đến khoảng vĩ tuyến 30°.","Rừng nhiệt đới **phân bố** chủ yếu ở hai bên xích đạo, mở rộng đến khoảng hai chí tuyến",182,page_182_01,medium,remember
"Theo thông tin trong đoạn văn, rừng nhiệt đới được gọi là gì?",Khu bảo tồn động vật hoang dã lớn nhất,Lá phổi xanh của Trái Đất,Địa hình cao nhất Trái Đất,Vườn quốc gia lớn nhất thế giới,B,Rừng nhiệt đới được mệnh danh là “lá phổi xanh” của Trái Đất.,Rừng nhiệt đới được mệnh danh là “lá phổi xanh” của Trái Đất và chiếm hơn một nửa số loài trên Trái Đất.,183,page_183_01,easy,remember
"Theo đoạn văn, rừng nhiệt đới có cấu trúc tầng tán phức tạp do những yếu tố nào?",Khí hậu lạnh và gió mạnh,Đất phì nhiêu và nước mưa nhiều,Sự đa dạng của động vật,"Nguồn ánh sáng, nhiệt ẩm dồi dào và đất cung cấp đủ chất dinh dưỡng",D,"Rừng nhiệt đới có cấu trúc tầng tán phức tạp, đó là do nguồn ánh sáng, nhiệt ẩm dồi dào, đất cung cấp đủ chất dinh dưỡng cho các loài cây phát triển.","Rừng nhiệt đới có cấu trúc tầng tán phức tạp, đó là do nguồn ánh sáng, nhiệt ẩm dồi dào, đất cung cấp đủ chất dinh dưỡng cho các loài cây phát triển.",183,page_183_01,medium,understand
"Theo đoạn văn, rừng nhiệt đới đang gặp vấn đề gì hiện nay?",Được bảo vệ hiệu quả,Không thay đổi,Suy giảm mạnh,Tăng trưởng quá mức,C,"Rừng nhiệt đới đang bị suy giảm mạnh, đe dọa cuộc sống của nhiều loài động vật hoang dã và làm biến mất một số loài quý hiếm.","Rừng nhiệt đới đang bị suy giảm mạnh, đe dọa cuộc sống của nhiều loài động vật hoang dã và làm biến mất một số loài quý hiếm, đặc biệt là ở vùng rừng A-ma-dôn.",183,page_183_01,medium,understand
"Theo đoạn văn, rừng nhiệt đới chiếm bao nhiêu phần trăm số loài trên Trái Đất?",Khoảng 75%,Khoảng 10%,Khoảng 25%,Khoảng 50%,D,Rừng nhiệt đới chiếm hơn một nửa số loài trên Trái Đất.,Rừng nhiệt đới được mệnh danh là “lá phổi xanh” của Trái Đất và chiếm hơn một nửa số loài trên Trái Đất.,183,page_183_01,easy,remember
"Khi tìm hiểu về một loài cây, học sinh cần xác định công dụng của nó. Theo đoạn văn, cây nào không được đề cập đến trong các công dụng đã nêu?",cây lấy gỗ,cây thủy sinh,cây bóng mát,cây thuốc,B,"Đoạn văn chỉ đề cập đến các công dụng như cây bóng mát, cây lấy gỗ, cây ăn quả và cây thuốc.","công dụng (cây bóng mát, cây lấy gỗ, cây ăn quả, cây thuốc, rau, hoa,...)",184,page_184_01,medium,remember
"Học sinh cần tìm hiểu đặc điểm thích nghi với môi trường của các cây đã chọn để quan sát. Theo đoạn văn, cây nào không được đề cập đến trong các đặc điểm thích nghi?",cây ưa sáng,cây ưa ẩm,cây thủy sinh,cây chịu bóng,C,"Đoạn văn chỉ đề cập đến các đặc điểm thích nghi như cây ưa sáng, cây chịu bóng, cây ưa ẩm.","đặc điểm thích nghi với môi trường của các cây đã chọn để quan sát (cây ưa sáng, cây chịu bóng, cây ưa ẩm, cây chịu được khô hạn, cây ưa bóng râm,...)",184,page_184_01,medium,remember
"Sau khi tham quan và tìm hiểu, học sinh sẽ bổ sung thông tin về các loài cây qua các nguồn nào?",internet,báo,tất cả các nguồn trên,sách,C,"Đoạn văn nêu rõ: 'Bổ sung thông tin về các loài cây mà em tìm hiểu qua các nguồn khác như sách, báo, tài liệu trên internet.'","Bổ sung thông tin về các loài cây mà em tìm hiểu qua các nguồn khác như sách, báo, tài liệu trên internet.",184,page_184_01,easy,remember
